name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
Create Greater Undead,create greater undead,Mythic Magic: Core Spells,Legendary Games,42,C,53,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can use this spell to create any incorporeal or extraplanar undead creature whose CR does not exceed your caster level -9. If you expend two uses of mythic power, you can apply the advanced or giant simple template…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 42."
Create Undead,create undead,Mythic Magic: Core Spells,Legendary Games,41,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can use this spell to create any corpore- al, non-extraplanar undead creature whose CR does not exceed your caster level -10. If you expend two uses of mythic power, you can apply the advanced or giant simple tem-…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 41."
Create Water,create water,Mythic Magic: Core Spells,Legendary Games,42,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You create one cubic foot (8 gallons) of water per level. If you create this water as a downpour on top of a creature with the fire subtype, it takes damage equal to your mythic tier (Reflex negates).",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 42."
Creeping Doom,creeping doom,Mythic Magic: Core Spells,Legendary Games,42,B+,73,Supports the enchantment package after mind blank and immunity-granting effects are removed.,casting-reliability|enchantment,The centipede swarms you summon deal 4d10 points of damage with their swarm attack. Prone creatures take double damage from the swarm and take a penalty equal to half your mythic tier against the swarm’s distraction…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 42."
Crushing Despair,crushing despair,Mythic Magic: Core Spells,Legendary Games,42,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can choose which creatures in the area are affected by the spell, and the saving throw of the spell changes to Will partial, and creatures that make their saves are affected by the spell for a number of rounds…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 42."
Crushing Hand,crushing hand,Mythic Magic: Core Spells,Legendary Games,42,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",action-economy|casting-reliability|defense|dispel|enchantment,"Add your mythic tier as a deflection bonus to the hand’s Armor Class, to its combat maneu- ver bonus and combat maneuver defense, and to the DC for caster level checks to dispel it. You can command a mythic crushing…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 42."
"Cure Critical Wounds, Mass","cure critical wounds, mass",Mythic Magic: Core Spells,Legendary Games,43,C,53,Potential party-force multiplier consistent with Demidius's support and command role.,party,"The damage cured increases to 8d8 points of damage plus 2 points per caster level (maximum +80), and additionally each living creature you target is cured of 4 points of ability damage. The type of ability damage cured…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 43."
"Cure Light Wounds, Mass","cure light wounds, mass",Mythic Magic: Core Spells,Legendary Games,43,C,45,Potential party-force multiplier consistent with Demidius's support and command role.,party,"The damage cured increases to 2d8 points of damage plus 2 points per caster level (maxi- mum +50), and additionally each living creature you target is cured of 1 point of ability damage. The type of ability damage…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 43."
"Cure Moderate Wounds, Mass","cure moderate wounds, mass",Mythic Magic: Core Spells,Legendary Games,43,C,53,Potential party-force multiplier consistent with Demidius's support and command role.,party,"The damage cured increases to 4d8 points of damage plus 2 points per caster level (maximum +60), and additionally each living creature you target is cured of 2 points of ability damage. The type of ability damage cured…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 43."
"Cure Serious Wounds, Mass","cure serious wounds, mass",Mythic Magic: Core Spells,Legendary Games,43,C,53,Potential party-force multiplier consistent with Demidius's support and command role.,party,"The damage cured increases to 6d8 points of damage plus 2 points per caster level (maximum +70), and additionally each living creature you target is cured of 3 points of ability damage. The type of ability damage cured…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 43."
Curse Water,curse water,Mythic Magic: Core Spells,Legendary Games,43,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Unholy water you create with this spell deals 4d4 points of damage to good outsiders and 2d4 points of damage to paladins and clerics of good deities. Your mythic unholy water loses its potency after a number of days…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 43."
Dancing Lights,dancing lights,Mythic Magic: Core Spells,Legendary Games,43,B+,72,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy|enchantment,You can create one additional light per mythic tier. Each additional light increases the radius of nor- mal light shed by the mythic dancing lights by 5 feet.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 43."
Darkvision,darkvision,Mythic Magic: Core Spells,Legendary Games,43,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The range of the target’s darkvision is increased to 120 feet, and this range stacks with any exist- ing darkvision the target possesses. In addition, the target can see through up to 10 feet plus 5 feet per mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 43."
Daze,daze,Mythic Magic: Core Spells,Legendary Games,44,B,60,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control,"Increase the Hit Die limit of this spell by an amount equal to one-half your mythic tier. In addition, you may choose to affect one or more creatures within a 5-foot-radius spread rather than affecting a single creature.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 44."
Daze Monster,daze monster,Mythic Magic: Core Spells,Legendary Games,44,B,60,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control,"Increase the Hit Die limit of this spell by an amount equal to your mythic tier. In addition, you may choose to affect one or more creatures within a 10-foot-radius spread rather than af- fecting a single creature.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 44."
Death Ward,death ward,Mythic Magic: Core Spells,Legendary Games,44,A+,86,"Essential protection against death effects, negative levels, and negative energy.",buff|defense,"The target gains immunity to all non-mythic death effects, and when targeted by a myth- ic death effect that allows a saving throw the target can roll twice and take the better roll. Augmented (3rd): If you expend two…",Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 44."
Deathwatch,deathwatch,Mythic Magic: Core Spells,Legendary Games,44,B,65,Supports Demidius's strategic planning and identification role.,divination|duration,"In addition to the categories normally revealed, you can discern whether creatures you see are: Normal health: At least 90% of full normal hit points. Fair health: Between 30% and 90% of its full hit points, Poor…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 44."
Deeper Darkness,deeper darkness,Mythic Magic: Core Spells,Legendary Games,44,B,66,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",dispel,"The light level is lowered by three steps, plung- ing even bright light into darkness. This super- natural darkness cannot be penetrated with the darkvision of non-mythic creatures, and even mythic creatures find the…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 44."
