name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
Animate Cloth,animate cloth,Mythic Spell Compendium,Legendary Games / Kobold Press,19,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The circumstance bonus to CMB for dirty trick, disarm, grapple, steal, or trip combat maneuvers and to Climb, Sleight of Hand, and applicable Perform checks increases to +3. The shield bonus to AC increases to +2.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 19."
Animate Construct I-Ix,animate construct i-ix,Mythic Spell Compendium,Legendary Games / Kobold Press,19,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Add your mythic tier to the number of HD of constructs this spell can animate.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 19."
Animate Dead I-Ix,animate dead i-ix,Mythic Spell Compendium,Legendary Games / Kobold Press,19,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The casting time of this spell is reduced to 1 standard action. Augmented (6th): If you expend two uses of mythic power, the undead you animate gain either the agile mythic template or the savage mythic template (see…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 19."
"Animate Dead, Improved","animate dead, improved",Mythic Spell Compendium,Legendary Games / Kobold Press,19,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Add your mythic tier to the caster level when determining how many Hit Dice of zombies you can animate with a single casting of this spell. This does not increase the total number of Hit Dice worth of undead you can…,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 19."
"Animate Dead, Lesser","animate dead, lesser",Mythic Spell Compendium,Legendary Games / Kobold Press,20,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"This spell functions as mythic animate dead, as described in Pathfinder Roleplaying Game Mythic Adventures, but creates only a single Small or Medium skeleton or zombie.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 20."
Animate Ghoul,animate ghoul,Mythic Spell Compendium,Legendary Games / Kobold Press,20,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Add your mythic tier to the caster lever when determining how many Hit Dice of undead you can create with a single casting of this spell. This does not increase the total number of Hit Dice worth of undead you can…,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 20."
Animate Glyphs,animate glyphs,Mythic Spell Compendium,Legendary Games / Kobold Press,20,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Add your mythic tier to your caster level when determining the number of glyphs you can trace. Augmented (3rd): If you expend two uses of mythic power, the damage dealt by Small glyphs’ touch attack increases to 3d8…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 20."
Animate Living Skeleton,animate living skeleton,Mythic Spell Compendium,Legendary Games / Kobold Press,20,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"This spell deals 2d6 hp negative energy damage and 2 points of Constitution damage upon each failed saving throw, as well as the target becoming staggered. A successful saving throw results in 1d6 hp negative energy…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 20."
Animate Rope,animate rope,Mythic Spell Compendium,Legendary Games / Kobold Press,20,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Your rope can extend and attack a target anywhere within the spell’s range. Add your mythic tier to the Armor Class, hardness, and break DC of the rope, as well as the concentration DC of a creature entangled by the…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 20."
Animate Water,animate water,Mythic Spell Compendium,Legendary Games / Kobold Press,20,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Add your mythic tier to your caster level when determining the volume of the water you can animate. The animated water gains the amorphous extraordinary ability.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 20."
Anomalous Object,anomalous object,Mythic Spell Compendium,Legendary Games / Kobold Press,20,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The spell’s duration is increased by a number of rounds equal to your mythic tier. If you must make a touch attack against a creature holding the object, you gain a +2 circumstance bonus on that attack.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 20."
Ant Haul,ant haul,Mythic Spell Compendium,Legendary Games / Kobold Press,20,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"When determining the target’s carrying capacity, add your mythic tier to its Strength score before tripling its carrying capacity.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 20."
"Ant Haul, Communal","ant haul, communal",Mythic Spell Compendium,Legendary Games / Kobold Press,20,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,See notes on communal spells. The mythic version of ant haul is described above.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 20."
Anthropomorphic Animal,anthropomorphic animal,Mythic Spell Compendium,Legendary Games / Kobold Press,20,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You increase the duration of the spell to one day per mythic tier you possess. In addition, you can grant the target animal one of the following feats as a bonus feat for every 2 mythic tiers you possess (minimum 1):…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 20."
Anti-Summoning Shield,anti-summoning shield,Mythic Spell Compendium,Legendary Games / Kobold Press,20,C,52,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy|wrong-chassis,"You add 5% times your mythic tier to the standard 50% chance of failure for summoning effects used by non-mythic creatures, and 5% per two mythic tiers to the standard 50% for summoning effects used by mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 20."
Anticipate Peril,anticipate peril,Mythic Spell Compendium,Legendary Games / Kobold Press,21,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The mythic version of this spell is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 21."
Antilife Shell,antilife shell,Mythic Spell Compendium,Legendary Games / Kobold Press,21,B+,75,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability|reliability,"You may add your mythic tier to caster level checks to overcome the spell resistance of non-mythic creatures seeking to enter a mythic antilife shell. Even if you fail to overcome their spell resistance, any living…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 21."
Antipathy,antipathy,Mythic Spell Compendium,Legendary Games / Kobold Press,21,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can choose an additional number of alignments or specific kinds of creatures equal to half your mythic tier to affect with this spell. Alternatively, you can select a single creature type (and subtype, if a…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 21."
